episode,score
1,8.6
2,8.5
3,8.9
4,9.0
5,8.8
6,8.9
7,9.1
8,9.4
9,8.3
10,8.4
11,8.7
12,8.7
13,8.9
14,9.2
15,6.1
16,9.3
17,9.4
18,7.9
19,8.0
20,8.4
21,9.0
22,8.6
23,8.7
24,8.8
25,9.3

