episode,score
1,8.2
2,8.4
3,8.4
4,8.7
5,9.0
6,9.2
7,8.6
8,8.5
9,8.7
10,8.6
11,8.8
12,9.6
13,8.3
14,9.0
15,8.8
16,8.9
17,8.5
18,9.6
19,9.5
20,9.2
21,8.7
22,8.8
23,8.9
24,9.5
25,8.5
26,9.0
27,8.7
28,9.0
29,8.8
30,9.4
