episode,score
1,6.3
2,6.2
3,6.8
4,6.8
5,6.9
6,7.0
7,7.2
8,7.2
9,6.8
10,6.9
11,6.8
12,6.8
13,7.0
14,7.0
15,6.6
16,6.9
17,6.3
18,6.2
19,6.5
20,6.5
21,6.7
22,6.7
23,6.6
24,6.5
25,7.5
26,7.7
27,7.6
28,7.5
29,7.3
30,7.6
31,7.4
32,7.6
33,7.5
34,7.7
35,6.6
36,6.7
37,6.8
38,6.6
39,6.5
40,6.5
41,6.5
42,6.0
43,6.9
44,6.4
45,6.0
46,6.4
47,6.6
48,6.8
49,6.7
50,6.7
51,6.9
52,6.9
53,6.5
54,6.8
55,6.5
56,7.1
